Patron #,Total All Revenue,Most Recent Donation Date,Total Donations,Total Ticket Revenue,Total Tickets,2002 Qty,2002 Total Cost,2003 Qty,2003 Total Cost,2004 Qty,2004 Total Cost,2005 Qty,2005 Total Cost,2006 Qty,2006 Total Cost,2007 Qty,2007 Total Cost,2008 Qty,2008 Total Cost,2009 Qty,2009 Total Cost,2010 Qty,2010 Total Cost,2011 Qty,2011 Total Cost,2012 Qty,2012 Total Cost,2013 Qty,2013 Total Cost,2014 Qty,2014 Total Cost,2015 Qty,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
69796,793.00,,0.00,793.00,25,0,0,0,0,0,0,0,0,0,0,0,0,5,61,0,0,0,0,0,0,0,0,0,0,6,284,14,448,0,0,0,0,0,0,0,0,0,0,0,0
69797,1064.00,7/6/2009,8.00,1056.00,26,2,46,4,128,0,0,0,0,2,75,2,75,2,83,2,87,2,102,2,97,2,89,2,90,2,92,2,92,0,0,0,0,0,8,0,0,0,0,0,0
69800,48.00,,0.00,48.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69801,86.00,,0.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69802,0.00,,0.00,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69803,283.00,,0.00,283.00,13,0,0,0,0,0,0,0,0,0,0,0,0,6,106,4,87,2,40,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69804,161.00,,0.00,161.00,10,0,0,0,0,0,0,0,0,0,0,0,0,8,136,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69806,169.00,,0.00,169.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69809,547.00,,0.00,547.00,16,0,0,0,0,0,0,0,0,0,0,0,0,2,88,2,90,0,0,8,167,2,104,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69814,295.00,,0.00,295.00,8,0,0,0,0,0,0,0,0,0,0,0,0,4,147,4,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69816,54.00,,0.00,54.00,3,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0
69817,0.00,,0.00,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69821,733.00,,0.00,733.00,18,0,0,0,0,0,0,0,0,0,0,0,0,2,76,6,225,2,50,4,186,0,0,2,96,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69823,48.00,,0.00,48.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69830,602.00,11/9/2011,75.00,527.00,17,0,0,0,0,0,0,6,134,0,0,0,0,7,191,0,0,0,0,2,100,0,0,0,0,0,0,2,102,0,0,0,0,0,0,0,0,75,0,0,0
69831,891.00,,0.00,891.00,25,10,284,1,23,2,52,2,74,0,0,0,0,2,88,0,0,2,90,6,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69832,46.00,,0.00,46.00,11,0,0,0,0,0,0,0,0,0,0,0,0,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69834,13.00,,0.00,13.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69835,78.00,,0.00,78.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69836,86.00,,0.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69838,84.00,,0.00,84.00,8,0,0,0,0,0,0,0,0,0,0,0,0,8,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69840,89.00,,0.00,89.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69845,82.00,,0.00,82.00,2,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69851,620.00,,0.00,620.00,17,0,0,0,0,0,0,0,0,0,0,0,0,4,120,0,0,0,0,2,96,6,256,2,60,0,0,3,88,0,0,0,0,0,0,0,0,0,0,0,0
69852,139.00,,0.00,139.00,5,0,0,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69853,1325.00,,0.00,1325.00,43,0,0,2,56,0,0,0,0,9,31,0,0,2,86,8,312,16,656,2,0,0,0,0,0,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69861,834.00,,0.00,834.00,20,0,0,0,0,0,0,0,0,0,0,0,0,4,82,0,0,0,0,0,0,0,0,0,0,0,0,16,752,0,0,0,0,0,0,0,0,0,0,0,0
69864,92.00,,0.00,92.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69865,78.00,,0.00,78.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69867,82.00,,0.00,82.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69868,308.00,,0.00,308.00,10,0,0,0,0,0,0,0,0,0,0,0,0,8,224,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69869,140.00,,0.00,140.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69874,172.00,,0.00,172.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69876,100.00,1/2/2014,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
69878,166.00,,0.00,166.00,4,0,0,0,0,0,0,0,0,0,0,0,0,2,89,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69880,1355.00,2/18/2011,75.00,1280.00,27,0,0,0,0,0,0,0,0,0,0,0,0,9,393,8,386,2,106,3,150,5,245,0,0,0,0,0,0,0,0,0,0,0,25,0,50,0,0,0,0
69882,106.33,,0.00,106.33,5,0,0,0,0,0,0,0,0,3,30.33,0,0,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69884,203.60,,0.00,203.60,20,0,0,0,0,5,45.6,7,63,0,0,4,49,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69890,155.00,,0.00,155.00,4,0,0,0,0,0,0,0,0,0,0,1,32,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69891,479.00,,0.00,479.00,11,0,0,0,0,0,0,0,0,0,0,0,0,8,344,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69892,86.00,,0.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69893,47.00,,0.00,47.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69897,234.00,,0.00,234.00,6,0,0,0,0,0,0,0,0,0,0,2,64,2,78,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69898,173.00,,0.00,173.00,7,0,0,0,0,0,0,0,0,0,0,0,0,2,24,2,26,0,0,0,0,0,0,0,0,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69899,92.00,,0.00,92.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0
69901,86.00,,0.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69908,40.00,,0.00,40.00,4,0,0,0,0,0,0,0,0,0,0,2,20,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69909,356.33,,0.00,356.33,12,0,0,0,0,0,0,0,0,0,0,3,118.33,3,67,3,80,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69911,0.00,,0.00,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69914,116.00,,0.00,116.00,5,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69915,37.00,,0.00,37.00,3,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69916,378.00,,0.00,378.00,12,0,0,0,0,0,0,0,0,0,0,0,0,10,310,0,0,0,0,0,0,0,0,0,0,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69917,86.00,,0.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69918,140.00,,0.00,140.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69919,1281.00,1/25/2010,25.00,1256.00,30,0,0,0,0,0,0,0,0,0,0,0,0,6,230,6,256,8,308,0,0,8,344,0,0,0,0,2,118,0,0,0,0,0,0,25,0,0,0,0,0
69928,52.00,,0.00,52.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69933,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69934,69.00,,0.00,69.00,3,0,0,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69935,130.00,,0.00,130.00,11,0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69936,181.00,,0.00,181.00,6,0,0,0,0,0,0,0,0,0,0,0,0,6,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69937,363.00,,0.00,363.00,12,0,0,0,0,0,0,0,0,0,0,0,0,12,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69938,897.00,,0.00,897.00,29,0,0,0,0,0,0,0,0,0,0,0,0,8,178,3,129,0,0,2,50,2,60,4,120,0,0,10,360,0,0,0,0,0,0,0,0,0,0,0,0
69939,132.00,,0.00,132.00,4,0,0,0,0,0,0,0,0,0,0,0,0,2,82,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69942,115.00,,0.00,115.00,3,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69944,0.00,,0.00,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69945,173.00,,0.00,173.00,4,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69947,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69951,159.00,,0.00,159.00,4,0,0,0,0,0,0,0,0,0,0,2,77,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69953,84.00,,0.00,84.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69954,349.00,,0.00,349.00,8,0,0,0,0,0,0,0,0,0,0,0,0,6,255,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69956,119.00,,0.00,119.00,3,0,0,0,0,0,0,0,0,0,0,0,0,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69957,153.50,,0.00,153.50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,28,6,84,3,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69959,914.99,,0.00,914.99,32,0,0,18,460.99,8,230,2,48,0,0,0,0,2,86,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69961,414.00,,0.00,414.00,10,0,0,0,0,0,0,1,30,0,0,5,210,2,92,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69962,72.00,,0.00,72.00,6,0,0,0,0,0,0,0,0,0,0,0,0,3,35,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69964,86.00,,0.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69966,193.00,,0.00,193.00,10,0,0,0,0,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,2,28,0,0,3,41.5,3,41.5,0,0,0,0,0,0,0,0,0,0,0,0
69968,180.00,,0.00,180.00,19,0,0,0,0,0,0,0,0,0,0,0,0,19,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69969,41.00,,0.00,41.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69970,877.00,,0.00,877.00,30,0,0,0,0,0,0,0,0,0,0,0,0,3,37,5,63,0,0,4,48,5,64,8,416,5,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69971,37.00,,0.00,37.00,3,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69972,81.00,,0.00,81.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69977,132.00,,0.00,132.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69978,89.00,,0.00,89.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69979,84.00,,0.00,84.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69982,0.00,,0.00,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69983,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69988,1307.00,,0.00,1307.00,35,8,270,0,0,0,0,0,0,0,0,0,0,5,221,0,0,0,0,4,150,6,252,6,210,0,0,6,204,0,0,0,0,0,0,0,0,0,0,0,0
69989,4824.33,,0.00,4824.33,115,11,286.33,0,0,14,468.33,11,613,9,356,7,259.67,8,346,5,218,7,319,9,413,12,576,9,362,9,391,4,216,0,0,0,0,0,0,0,0,0,0,0,0
69994,61.00,,0.00,61.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69995,50.00,,0.00,50.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69996,156.00,,0.00,156.00,4,0,0,0,0,0,0,0,0,0,0,0,0,2,83,0,0,0,0,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69997,847.00,,0.00,847.00,20,2,70,0,0,0,0,0,0,0,0,2,64,4,166,6,276,2,97,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,252.00,,0.00,252.00,16,0,0,0,0,0,0,0,0,0,0,0,0,6,126,3,37,4,52,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70003,86.00,,0.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70004,201.00,,0.00,201.00,9,0,0,2,14,0,0,0,0,0,0,0,0,3,37,0,0,0,0,4,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70005,48.00,,0.00,48.00,5,0,0,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70006,1377.68,,0.00,1377.68,36,5,141.34,0,0,0,0,2,50,5,186.67,6,227.67,2,86,0,0,7,274,2,84,5,224,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70009,92.00,,0.00,92.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70010,78.00,,0.00,78.00,4,0,0,0,0,0,0,0,0,0,0,0,0,2,78,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70011,50.00,,0.00,50.00,4,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70012,44.00,,0.00,44.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70013,59.00,,0.00,59.00,5,0,0,0,0,0,0,0,0,0,0,0,0,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70017,37.00,,0.00,37.00,6,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70020,0.00,,0.00,0.00,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70023,0.00,,0.00,0.00,56,0,0,0,0,0,0,0,0,0,0,0,0,31,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70026,158.00,,0.00,158.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70027,38.00,,0.00,38.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70028,313.00,,0.00,313.00,7,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,3,141,0,0,0,0,0,0,0,0,0,0,0,0
70029,11.00,,0.00,11.00,10,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70035,102.00,,0.00,102.00,3,0,0,0,0,0,0,0,0,0,0,0,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70037,40.50,,0.00,40.50,4,0,0,0,0,0,0,0,0,4,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70038,169.00,,0.00,169.00,5,0,0,0,0,0,0,0,0,0,0,0,0,3,87,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70039,1742.00,,0.00,1742.00,37,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,2,84,4,196,7,326,10,468,10,492,2,88,0,0,0,0,0,0,0,0,0,0,0,0
70040,144.00,,0.00,144.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70042,37.00,,0.00,37.00,3,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70044,343.00,,0.00,343.00,12,0,0,0,0,0,0,0,0,0,0,0,0,2,24,5,191,3,37,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70048,78.00,,0.00,78.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70049,295.00,,0.00,295.00,7,0,0,0,0,0,0,0,0,2,82,2,84,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70050,293.00,,0.00,293.00,8,0,0,0,0,0,0,0,0,0,0,0,0,5,158,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70052,82.00,,0.00,82.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70053,136.00,,0.00,136.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70056,134.00,,0.00,134.00,9,0,0,0,0,0,0,0,0,2,60,0,0,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70057,84.00,,0.00,84.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70059,130.00,,0.00,130.00,3,0,0,0,0,0,0,0,0,0,0,0,0,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70060,474.00,,0.00,474.00,11,0,0,0,0,0,0,0,0,0,0,0,0,2,89,5,211,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70061,931.33,10/30/2008,30.00,901.33,33,0,0,0,0,11,81.67,3,111,6,227.66,0,0,0,0,4,134,0,0,2,93,2,68,5,186,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
70063,163.00,,0.00,163.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70065,86.00,,0.00,86.00,4,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
70066,60.00,,0.00,60.00,3,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70070,43.00,,0.00,43.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70078,482.00,6/10/2009,3.00,479.00,21,0,0,0,0,0,0,0,0,0,0,0,0,5,127,6,132,0,0,8,104,0,0,0,0,0,0,2,116,0,0,0,0,0,3,0,0,0,0,0,0
70080,322.00,,0.00,322.00,7,0,0,0,0,0,0,0,0,0,0,0,0,2,92,5,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70081,81.00,,0.00,81.00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70082,46.00,,0.00,46.00,7,0,0,0,0,0,0,0,0,0,0,0,0,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70085,238.00,,0.00,238.00,13,0,0,0,0,0,0,0,0,0,0,0,0,4,86,4,92,0,0,0,0,2,0,1,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0
70087,45.00,,0.00,45.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70088,363.00,,0.00,363.00,11,0,0,0,0,0,0,0,0,0,0,4,152,2,86,2,50,0,0,0,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0
